Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 01/05  24:00:00,56.1667330814,0.0,0.0,0.0,15.863942322,29.242365,6.09402806264,0.0,3.20568,2.88834806264
 01/06  01:00:00,55.3987604783,0.0,0.0,0.0,15.863942322,29.242365,6.09046027114,0.0,3.20568,2.88478027114
 01/06  02:00:00,55.409612343,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 01/06  03:00:00,55.4064365857,0.0,0.0,0.0,15.863942322,29.242365,6.09045096185,0.0,3.20568,2.88477096185
 01/06  04:00:00,55.394737883,0.0,0.0,0.0,15.863942322,29.242365,6.09044154007,0.0,3.20568,2.88476154007
 01/06  05:00:00,56.449542445,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 01/06  06:00:00,56.2759705159,0.0,0.0,0.0,15.863942322,29.242365,6.09043205716,0.0,3.20568,2.88475205716
 01/06  07:00:00,65.1361407869,6.996125334,0.00166237088481,0.0,15.863942322,29.818365,374.817758606,368.72733608,3.20568,2.88474252593
 01/06  08:00:00,123.29095367,6.996125334,0.000335079090735,0.0,80.527626,29.818365,290.588806626,284.493800214,3.20568,2.8893264115
 01/06  09:00:00,165.53975564,6.996125334,0.00454967665801,0.0,80.527626,75.0917375,231.301447205,195.677967033,24.0426,11.5808801726
 01/06  10:00:00,165.562878513,6.996125334,0.00198961679194,0.0,80.527626,75.0917375,210.136572623,165.676376391,24.0426,20.4175962315
 01/06  11:00:00,169.903162526,7.3258951362,0.00123942941059,0.0,80.527626,79.0911225,214.319659379,161.824365716,32.0568,20.4384936633
 01/06  12:00:00,171.397459734,8.05867739686,0.0,0.0,80.527626,79.0911225,203.320259914,147.843677852,32.0568,23.4197820623
 01/06  13:00:00,171.23512774,8.70188246311,0.0,0.0,80.527626,79.0911225,203.406027983,144.949173817,32.0568,26.4000541665
 01/06  14:00:00,167.577483153,9.00692963398,0.0,0.0,80.527626,75.0917375,207.13457654,164.670479271,16.0284,26.4356972686
 01/06  15:00:00,167.720862794,9.15363698035,0.0,0.0,80.527626,75.0917375,200.160646051,163.709056535,16.0284,20.4231895163
 01/06  16:00:00,165.159626773,8.59478160937,0.0,0.0,80.527626,73.092045,196.291467476,169.717705767,3.20568,23.3680817099
 01/06  17:00:00,166.411394995,7.1019753317,0.0,0.0,80.527626,73.092045,163.654642936,157.559795345,3.20568,2.88916759174
 01/06  18:00:00,128.739192739,6.996125334,0.0,0.0,80.527626,29.818365,168.409463949,162.314545853,3.20568,2.88923809577
 01/06  19:00:00,128.74893169,6.996125334,0.0,0.0,80.527626,29.818365,193.822175448,181.965724108,3.20568,8.65077134001
 01/06  20:00:00,128.761037069,6.996125334,0.0,0.0,80.527626,29.818365,214.155210733,205.163781293,3.20568,5.78574943964
 01/06  21:00:00,128.777957743,6.996125334,0.0,0.0,80.527626,29.818365,243.492966248,231.627948682,3.20568,8.65933756553
 01/06  22:00:00,55.2938500294,0.0,0.0,0.0,15.863942322,29.242365,11.8652933689,0.0,3.20568,8.6596133689
 01/06  23:00:00,55.3438179276,0.0,0.0,0.0,15.863942322,29.242365,6.09662252959,0.0,3.20568,2.89094252959
