Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 12/02  16:00:00,34.947504947,4.41452535351,0.0,0.0,9.17985065927,19.4245,44.9948254923,0.0185552743963,33.3988,11.5774702179
 12/02  17:00:00,45.4981518106,4.41452535351,0.00230106155713,0.0,9.17985065927,26.9147,65.7160662916,5.78594444287,50.0982,9.83192184868
 12/02  18:00:00,46.5419165023,4.41452535351,0.0,0.0,9.17985065927,26.9147,73.1755016337,12.0780630018,50.0982,10.9992386319
 12/02  19:00:00,46.5155854009,4.41452535351,0.0,0.0,9.17985065927,26.9147,79.520330208,13.7369721965,50.0982,15.6851580115
 12/02  20:00:00,39.1287750717,4.41452535351,0.0,0.0,9.17985065927,19.4245,70.5086120943,22.0049416438,33.3988,15.1048704505
 12/02  21:00:00,39.0926436699,4.41452535351,0.0,0.0,9.17985065927,19.4245,79.3054220211,31.9769005298,33.3988,13.9297214913
 12/02  22:00:00,39.0061712509,4.41452535351,0.0,0.0,9.17985065927,19.4245,79.1663109881,38.431789039,25.0491,15.6854219491
 12/02  23:00:00,38.8832756261,4.41452535351,0.0,0.0,9.17985065927,19.4245,73.1675249711,45.4688373422,16.6994,10.999287629
 12/02  24:00:00,39.6913478812,4.41452535351,0.0,0.0,9.17985065927,19.4245,63.7617713693,46.7450491904,8.3497,8.66702217897
 12/03  01:00:00,22.9541813868,4.41452535351,0.0,0.0,4.58992532963,8.1892,63.3057981907,52.4608969627,3.33988,7.50502122803
 12/03  02:00:00,14.6905973522,0.0,0.0,0.0,1.52997510988,7.4902,3.35988,0.0,3.33988,0.02
 12/03  03:00:00,14.7104410586,0.0,0.0,0.0,1.52997510988,7.4902,3.35988,0.0,3.33988,0.02
 12/03  04:00:00,14.7202932694,0.0,0.0,0.0,1.52997510988,7.4902,3.93195699595,0.0,3.33988,0.592076995952
 12/03  05:00:00,14.8730336296,0.0,0.0,0.0,1.52997510988,7.4902,3.35988,0.0,3.33988,0.02
 12/03  06:00:00,23.05032794,4.41452535351,0.0,0.0,4.58992532963,8.1892,67.5429360692,58.6011531794,8.3497,0.592082889762
 12/03  07:00:00,39.0073760154,4.41452535351,0.0106516254612,0.0,9.17985065927,19.4245,77.2530242152,56.5154581593,16.6994,4.03816605587
 12/03  08:00:00,42.2354721666,4.41452535351,0.00893888105104,0.0,9.17985065927,26.9147,74.3067759292,44.6436269359,25.0491,4.61404899336
 12/03  09:00:00,42.2776674325,4.41452535351,0.000916674588417,0.0,9.17985065927,26.9147,69.2190093683,31.2063322381,33.3988,4.61387713012
 12/03  10:00:00,34.8287557166,4.41452535351,0.0,0.0,9.17985065927,19.4245,52.9604732452,23.8712791189,25.0491,4.0400941263
 12/03  11:00:00,42.3678029514,4.41452535351,0.00576115817791,0.0,9.17985065927,26.9147,67.8219000273,11.5672627208,41.7485,14.5061373065
 12/03  12:00:00,43.1184486592,4.41452535351,0.0,0.0,9.17985065927,26.9147,58.0654790596,2.39146913987,41.7485,13.9255099198
 12/03  13:00:00,42.4580963498,4.41452535351,0.00334616671916,0.0,9.17985065927,26.9147,52.7497603505,0.0,41.7485,11.0012603505
 12/03  14:00:00,34.9225452558,4.41452535351,0.0,0.0,9.17985065927,19.4245,45.0626434079,0.0841362083664,33.3988,11.5797071995
