Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 11/04  19:00:00,128.094073494,29.4227760459,11.0212923099,0.0,12.3672932834,24.9413748627,100.274725709,95.3018416798,4.9528840297,0.02
 11/04  20:00:00,114.47927728,31.0623338977,9.65534447888,4.52684831366,4.12243109448,16.0517297156,109.309079922,106.317349504,2.97173041782,0.02
 11/04  21:00:00,104.281499999,25.8804463392,7.59973029711,8.99682369581,4.12243109448,15.9888894789,92.9747965401,89.9830661223,2.97173041782,0.02
 11/04  22:00:00,95.1988146151,21.4889644326,6.41426690039,8.79362597184,4.12243109448,15.9888894789,88.618676308,77.0451090608,2.97173041782,8.60183682941
 11/04  23:00:00,116.463222214,26.8612055408,8.5652030904,12.2431581554,4.12243109448,15.9888894789,99.9256440805,96.9339136627,2.97173041782,0.02
 11/04  24:00:00,101.927902562,21.4889644326,6.55298393227,11.1501969188,4.12243109448,15.9888894789,79.805752697,76.8140222792,2.97173041782,0.02
 11/05  01:00:00,119.507900279,26.8612055408,8.18738999045,15.3861847438,2.06121554724,15.9888894789,101.253225579,98.2614951607,2.97173041782,0.02
 11/05  02:00:00,103.374535415,21.4889644326,6.57860527748,13.6770029658,2.06121554724,15.9888894789,81.8945734632,78.9028430454,2.97173041782,0.02
 11/05  03:00:00,122.393253168,26.8612055408,8.38629882645,17.5337080149,2.06121554724,15.9888894789,103.125420364,100.133689946,2.97173041782,0.02
 11/05  04:00:00,104.881469819,21.4889644326,6.64108359692,15.137704275,2.06121554724,15.9888894789,83.8170223698,80.8252919519,2.97173041782,0.02
 11/05  05:00:00,123.104187041,26.8612055408,6.70315777172,19.5989353703,2.06121554724,15.9888894789,105.164534072,102.172803654,2.97173041782,0.02
 11/05  06:00:00,105.920134932,21.4889644326,4.70563916909,17.1647793687,2.06121554724,15.9888894789,84.7341522772,81.7424218594,2.97173041782,0.02
